Aspect_Ratio,BNC,Brightness,Built-in_Speakers,Component,Contrast_Ratio,Curved,Curved_Screen,DVI,DVI-D_Dual-Link,DVI-I_Dual-Link,Display_Colors,DisplayPort,HDMI,IPS,Kind,LED,Link,Manufacturer,Mini-Display_Port,Model,Name,Part_#,Prices,Pricing,Recommended_Resolution,Refresh_Rate,Response_Time,S-Video,Screen_Size,Supports_Freesync,Supports_G-Sync,VGA,Viewing_Angle,Widescreen,screen_size,response,avg,refresh,screen_res,screen_area,screen_dims,screen_x,screen_y,price_per_sq_in
5:4,,250.0,No,,ACM 50000:1(800:1),,,,,,16700000,,,No,Monitor,No,/product/fJ3RsY/acer-monitor-etcv3rpd03,Acer,,V193DJb,"Acer V193DJb 19.0"" 1280x1024 Monitor",ET.CV3RP.D03,[],{},1280 x 1024,,5 ms,,19,,,1,160° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
5:4,,250.0,Yes,,ACM 50000:1(800:1),,,,,,16700000,,,No,Monitor,No,/product/nWQypg/acer-monitor-etcv3rpd04,Acer,,V193DJbm,"Acer V193DJbm 19.0"" 1280x1024 Monitor",ET.CV3RP.D04,[],{},1280 x 1024,,5 ms,,19,,,1,160° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
16:10,,250.0,Yes,,ACM 50000:1(1000:1),,,1,,,16700000,,,No,Monitor,No,/product/CfTmP6/acer-monitor-etev3wpe04,Acer,,V223WEJbmd,"Acer V223WEJbmd 22.0"" 1680x1050 Monitor",ET.EV3WP.E04,[],{},1680 x 1050,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
16:9,,200.0,No,,"DFC 5,000,000:1 _600:1)",,,1,,,,,,No,Monitor,Yes,/product/jqkwrH/lg-monitor-20m37db,LG,,,"LG 20M37D-B 19.5"" 1600x900 60Hz Monitor",20M37D-B,"[69.99, 87.88, 87.99, 110.34]","{u'outletpc': 87.88, u'newegg': 69.99, u'jet': 110.34, u'superbiiz': 87.99}",1600 x 900,60Hz,5 ms,,19.5,,,1,180° H x 130° V,Yes,19.5,5.0,89.05,60.0,"(16.0, 9.0)",162.480712166,"[16.9957229739, 9.56009417283]",16.9957229739,9.56009417283,0.548065052232
16:9,,250.0,No,,"DCR 1,000,000:1 (1,000:1)",,,,,,16700000,,1,No,Monitor,Yes,/product/syn2FT/samsung-monitor-s23a350h,Samsung,,,"Samsung S23A350H 23.0"" 1920x1080 Monitor",S23A350H,[],{},1920 x 1080,,2 ms,,23,,,1,170° H x 160° V,Yes,23.0,2.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,300.0,No,,ACM 80000:1(1000:1),,,1,,,16700000,,,No,Monitor,No,/product/d3YXsY/acer-monitor-etvv3hpa01,Acer,,V233HAJbd,"Acer V233HAJbd 23.0"" 1920x1080 Monitor",ET.VV3HP.A01,[],{},1920 x 1080,,5 ms,,23,,,1,160° H x 160° V,Yes,23.0,5.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,300.0,No,,ACM 80000:1(1000:1),,,1,,,16700000,,,No,Monitor,No,/product/Js3RsY/acer-monitor-etfv3hpa02,Acer,,V243HAJbd,"Acer V243HAJbd 24.0"" 1920x1080 Monitor",ET.FV3HP.A02,[],{},1920 x 1080,,2 ms,,24,,,1,170° H x 160° V,Yes,24.0,2.0,0.0,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:9,,250.0,No,,"DCR 1,000,000:1 (1,000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/vHmLrH/samsung-monitor-s20a350b,Samsung,,,"Samsung S20A350B 20.0"" 1600x900 Monitor",S20A350B,[],{},1600 x 900,,5 ms,,20,,,1,170° H x 160° V,Yes,20.0,5.0,0.0,0.0,"(16.0, 9.0)",170.919881306,"[17.4315107425, 9.80522479265]",17.4315107425,9.80522479265,0.0
16:10,,250.0,No,,1000:1,,,1,,,16700000,,,No,Monitor,Yes,/product/mzQypg/dell-monitor-4688865,Dell,,E1913,"Dell E1913 19.0"" 1440x900 60Hz Monitor",468-8865,[],{},1440 x 900,60Hz,5 ms,,19,,,1,170° H x 160° V,Yes,19.0,5.0,0.0,60.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.0
16:10,,250.0,No,,1000:1,,,,,,,1,,No,Monitor,No,/product/HkQypg/lenovo-monitor-2578hb6,Lenovo,,L2251X,"Lenovo L2251X 22.0"" 1680x1050 Monitor",2578HB6,[],{},1680 x 1050,,5 ms,,22,,,1,,Yes,22.0,5.0,0.0,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
16:10,,250.0,No,,1000:1,,,1,,,16700000,,,No,Monitor,No,/product/pqZQzy/lenovo-monitor-2572hb6,Lenovo,,L2250P,"Lenovo L2250P 22.0"" 1680x1050 Monitor",2572HB6,[],{},1680 x 1050,,5 ms,,22,,,1,176° H x 170° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
16:10,,250.0,No,,1000:1,,,1,,,,,,No,Monitor,No,/product/tcDwrH/lenovo-monitor-2448hb6,Lenovo,,L1951P,"Lenovo L1951P 19.0"" 1440x900 Monitor",2448HB6,[],{},1440 x 900,,5 ms,,19,,,1,,Yes,19.0,5.0,0.0,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.0
16:10,,250.0,No,,DC 50000:1 (1000 :1),,,1,,,16700000,,,No,Monitor,No,/product/gRmLrH/samsung-monitor-b2240ew,Samsung,,,"Samsung B2240EW 22.0"" 1680x1050 Monitor",B2240EW,[],{},1680 x 1050,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
16:10,,250.0,No,,1000:1,,,,,,,,,No,Monitor,No,/product/qxBv6h/hp-monitor-np446a8aba,HP,,LE1901wm,"HP LE1901wm 19.0"" 1440x900 Monitor",NP446A8#ABA,[],{},1440 x 900,,5 ms,,19,,,1,160° H x 160° V,Yes,19.0,5.0,0.0,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.0
16:9,,300.0,Yes,,"ASCR 100,000,000:1",,,,,,16700000,1,2,Yes,Monitor,Yes,/product/b28H99/asus-mg24uq-236-60hz-monitor-mg24uq,Asus,,,"Asus MG24UQ 23.6"" 3840x2160 60Hz Monitor",MG24UQ,"[349.0, 349.99, 349.0, 578.98]","{u'ncixus': 578.98, u'amazon': 349.0, u'newegg': 349.99, u'bhphotovideo': 349.0}",3840 x 2160,60Hz,4 ms,,23.6,Yes,,,178° H x 178° V,Yes,23.6,4.0,406.7425,60.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,1.70908222139
16:9,,210.0,No,,1000:1,,,1,,,16700000,1,,Yes,Monitor,No,/product/Kyn2FT/hp-monitor-vm626a8aba,HP,,ZR22w,"HP ZR22w 21.5"" 1920x1080 Monitor",VM626A8#ABA,[],{},1920 x 1080,,8 ms,,21.5,,,1,178° H x 178° V,Yes,21.5,8.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
5:4,,250.0,No,,1000:1,,,1,,,,,,No,Monitor,No,/product/RjrG3C/lenovo-monitor-5047hb2,Lenovo,,L1711p,"Lenovo L1711p 17.0"" 1280x1024 Monitor",5047HB2,[],{},1280 x 1024,,5 ms,,17,,,1,,No,17.0,5.0,0.0,0.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,0.0
16:9,,250.0,No,,1000:1,,,,,,,1,,No,Monitor,No,/product/7cDwrH/lenovo-monitor-4014hb6,Lenovo,,L2321x,"Lenovo L2321x 23.0"" 1920x1080 Monitor",4014HB6,[],{},1920 x 1080,,5 ms,,23,,,1,170° H x 160° V,Yes,23.0,5.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,250.0,No,,1000:1,,,1,,,,,,No,Monitor,No,/product/Vrbp99/lenovo-monitor-4449hb1,Lenovo,,L2021,"Lenovo L2021 20.0"" 1600x900 Monitor",4449HB1,[],{},1600 x 900,,5 ms,,20,,,1,178° H x 170° V,Yes,20.0,5.0,0.0,0.0,"(16.0, 9.0)",170.919881306,"[17.4315107425, 9.80522479265]",17.4315107425,9.80522479265,0.0
16:10,,250.0,No,,1000:1,,,1,,,16700000,,,No,Monitor,No,/product/myn2FT/lenovo-monitor-4434he1,Lenovo,,ThinkVision L197,"Lenovo ThinkVision L197 19.0"" 1440x900 Monitor",4434HE1,[],{},1440 x 900,,5 ms,,19,,,1,170° H x 160° V,Yes,19.0,5.0,0.0,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.0
16:9,,250.0,No,,1000:1,,,1,,,16700000,1,,Yes,Monitor,No,/product/8WQypg/dell-monitor-4687485,Dell,,U2211H,"Dell U2211H 21.5"" 1920x1080 Monitor",468-7485,[],{},1920 x 1080,,8 ms,,21.5,,,1,178° H x 178° V,Yes,21.5,8.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,0.0,No,,DC 3000:1 (1000:1),,,1,,,16700000,1,,Yes,Monitor,No,/product/xDR48d/hp-monitor-vm626a4aba,HP,,ZR22w,"HP ZR22w 21.5"" 1920x1080 Monitor",VM626A4#ABA,[],{},1920 x 1080,,8 ms,,21.5,,,1,178° H x 178° V,Yes,21.5,8.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
5:4,,250.0,No,,1000:1,,,,,,,,,No,Monitor,No,/product/r2sKHx/hp-monitor-em887aaaba,HP,,LE1911,"HP LE1911 19.0"" 1280x1024 Monitor",EM887AA#ABA,[],{},1280 x 1024,,5 ms,,19,,,1,160° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
5:4,,250.0,No,,800:1,,,1,,,16700000,,,No,Monitor,No,/product/bNbp99/lenovo-monitor-4431he1,Lenovo,,L1900p,"Lenovo L1900p 19.0"" 1280x1024 Monitor",4431HE1,[199.99],{u'neweggmkt': 199.99},1280 x 1024,,5 ms,,19,,,1,170° H x 170° V,No,19.0,5.0,199.99,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,1.13567728532
16:10,,300.0,No,,1000:1,,,1,,,,,,No,Monitor,No,/product/W2sKHx/lenovo-monitor-4420hb2,Lenovo,,L2440p,"Lenovo L2440p 24.0"" 1920x1200 Monitor",4420HB2,[],{},1920 x 1200,,5 ms,,24,,,1,170° H x 160° V,Yes,24.0,5.0,0.0,0.0,"(16.0, 10.0)",258.876404494,"[20.3519592961, 12.7199745601]",20.3519592961,12.7199745601,0.0
16:9,,270.0,No,,850:1,,,1,,,1070000000,1,,Yes,Monitor,No,/product/YdLypg/eizo-monitor-sx2762wbk,Eizo,1,,"Eizo SX2762W-BK 27.0"" 2560x1440 Monitor",SX2762W-BK,[],{},2560 x 1440,,6 ms,,27,,,,178° H x 178° V,Yes,27.0,6.0,0.0,0.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
16:9,,250.0,No,,"DC 3,000,000:1 (1,000:1)",,,1,,,,,,No,Monitor,Yes,/product/jPphP6/hp-monitor-xp601aaaba,HP,,2211x,"HP 2211x 21.5"" 1920x1080 Monitor",XP601AA#ABA,[],{},1920 x 1080,,5 ms,,21.5,,,1,,Yes,21.5,5.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
5:4,,250.0,No,,800:1,,,,,,16700000,,,No,Monitor,No,/product/zbPfrH/dell-monitor-4687413,Dell,,E170S,"Dell E170S 17.0"" 1280x1024 Monitor",468-7413,[],{},1280 x 1024,,5 ms,,17,,,1,160° H x 160° V,No,17.0,5.0,0.0,0.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,0.0
5:4,,250.0,No,,1000:1,,,1,,,,,,No,Monitor,No,/product/Bs3RsY/hp-monitor-em890aaaba,HP,,LA1951g,"HP LA1951g 19.0"" 1280x1024 Monitor",EM890AA#ABA,[],{},1280 x 1024,,5 ms,,19,,,1,160° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
5:4,,250.0,No,,"DC 50,000:1 (1,000:1)",,,1,,,16700000,,,No,Monitor,No,/product/Tdh9TW/samsung-monitor-b1940er,Samsung,,,"Samsung B1940ER 19.0"" 1280x1024 Monitor",B1940ER,[],{},1280 x 1024,,5 ms,,19,,,1,170° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
5:4,,250.0,No,,"DC 50,000:1 (1,000:1)",,,,,,16700000,,,No,Monitor,No,/product/ZgMFf7/samsung-monitor-e1920nr,Samsung,,,"Samsung E1920NR 19.0"" 1280x1024 Monitor",E1920NR,[],{},1280 x 1024,,5 ms,,19,,,1,170° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
16:9,,300.0,Yes,,1000:1,,,1,,,16700000,,1,No,Monitor,No,/product/Jv9KHx/planar-monitor-997578800,Planar,,PX2411MW,"Planar PX2411MW 23.6"" 1920x1080 Monitor",997-5788-00,[],{},1920 x 1080,,2 ms,,23.6,,,1,170° H x 160° V,Yes,23.6,2.0,0.0,0.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.0
4:3,,400.0,No,,900:1,,,2,,,,,,No,Monitor,No,/product/HYDwrH/nec-monitor-md213mg,NEC,,,"NEC MD213MG 21.3"" 2048x1536 Monitor",MD213MG,[],{},2048 x 1536,,12 ms,,21.3,,,,176° H x 176° V,No,21.3,12.0,0.0,0.0,"(4.0, 3.0)",217.7712,"[17.04, 12.78]",17.04,12.78,0.0
16:9,,250.0,Yes,,1000:1,,,1,,,16700000,,,No,Monitor,No,/product/pZbp99/planar-monitor-997601100,Planar,,PL2010MW,"Planar PL2010MW 20.0"" 1600x900 Monitor",997-6011-00,[],{},1600 x 900,,5 ms,,20,,,1,170° H x 160° V,Yes,20.0,5.0,0.0,0.0,"(16.0, 9.0)",170.919881306,"[17.4315107425, 9.80522479265]",17.4315107425,9.80522479265,0.0
16:9,,300.0,Yes,,DC 16000:1 (1000:1),,,1,,,,,,No,Monitor,No,/product/tVvRsY/viewsonic-monitor-va2223wm,ViewSonic,,,"ViewSonic VA2223wm 21.5"" 1920x1080 Monitor",VA2223wm,[],{},1920 x 1080,,5 ms,,21.5,,,1,160° H x 160° V,Yes,21.5,5.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
5:4,,250.0,Yes,,800:1,,,1,,,16700000,,,No,Monitor,No,/product/2qZQzy/v7-monitor-d1912bn6,V7,,,"V7 D1912B-N6 19.0"" 1280x1024 Monitor",D1912B-N6,[],{},1280 x 1024,,5 ms,,19,,,1,160° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
16:9,,350.0,Yes,,"ASCR 100,000,000:1 (1000:1)",,,2,,,16700000,1,2,No,Monitor,Yes,/product/fMcMnQ/asus-monitor-mg278q,Asus,,,"Asus MG278Q 27.0"" 2560x1440 144Hz Monitor",MG278Q,"[519.0, 519.99, 519.99]","{u'newegg': 519.99, u'bestbuy': 519.99, u'bhphotovideo': 519.0}",2560 x 1440,144Hz,1 ms,,27,Yes,,,170° H x 160° V,Yes,27.0,1.0,519.66,144.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.66824245542
5:4,,250.0,Yes,,1500:1,,,1,,,,,,No,Monitor,No,/product/WMW9TW/nec-monitor-ea191mbk,NEC,,,"NEC EA191M-BK 19.0"" 1280x1024 Monitor",EA191M-BK,[],{},1280 x 1024,,25 ms,,19,,,1,176° H x 176° V,No,19.0,25.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
16:9,,250.0,No,,1000:1,,,,,,16700000,,,No,Monitor,No,/product/BQH323/planar-monitor-997605100,Planar,,PJ19W,"Planar PJ19W 18.5"" 1366x768 Monitor",997-6051-00,[],{},1366 x 768,,5 ms,,18.5,,,1,170° H x 160° V,Yes,18.5,5.0,0.0,0.0,"(16.0, 9.0)",146.243323442,"[16.1241474368, 9.0698329332]",16.1241474368,9.0698329332,0.0
16:9,,300.0,No,,"60,000:1 (dynamic)",,,1,,,16700000,,1,No,Monitor,No,/product/Tv9KHx/aoc-monitor-2770vh1,AOC,,,"AOC 2770VH1 27.0"" 1920x1080 Monitor",2770VH1,[],{},1920 x 1080,,2 ms,,27,,,1,,Yes,27.0,2.0,0.0,0.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
16:9,,250.0,Yes,,"DC 10,000,000:1 (1,000:1)",,,1,,,,,,No,Monitor,Yes,/product/YpPfrH/viewsonic-monitor-va2248mled,ViewSonic,,,"ViewSonic VA2248m-LED 22.0"" 1920x1080 Monitor",VA2248m-LED,[],{},1920 x 1080,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 9.0)",206.81305638,"[19.1746618167, 10.7857472719]",19.1746618167,10.7857472719,0.0
16:9,,300.0,Yes,,"DC 30,000,000:1 (1,000:1)",,,,,,,,1,No,Monitor,Yes,/product/4Xw323/viewsonic-monitor-vx2253mhled,ViewSonic,,,"ViewSonic VX2253mh-LED 22.0"" 1920x1080 Monitor",VX2253mh-LED,[],{},1920 x 1080,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 9.0)",206.81305638,"[19.1746618167, 10.7857472719]",19.1746618167,10.7857472719,0.0
16:9,,300.0,Yes,,"DC 10,000,000:1 (1,000:1)",,,1,,,,,,No,Monitor,Yes,/product/fKtCmG/viewsonic-monitor-va2448mled,ViewSonic,,,"ViewSonic VA2448m-LED 24.0"" 1920x1080 Monitor",VA2448m-LED,[],{},1920 x 1080,,5 ms,,24,,,1,170° H x 160° V,Yes,24.0,5.0,0.0,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:9,,250.0,Yes,,"DC 30,000,000:1 (1,000:1)",,,,,,,,1,No,Monitor,Yes,/product/nkQypg/viewsonic-monitor-vx2453mhled,ViewSonic,,,"ViewSonic VX2453mh-LED 24.0"" 1920x1080 Monitor",VX2453mh-LED,[],{},1920 x 1080,,2 ms,,24,,,1,170° H x 160° V,Yes,24.0,2.0,0.0,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:10,,250.0,Yes,,"DC 10,000,000:1 (1,000:1)",,,1,,,,,,No,Monitor,Yes,/product/NJ3RsY/viewsonic-monitor-va1948mled,ViewSonic,,,"ViewSonic VA1948m-LED 19.0"" 1440x900 Monitor",VA1948m-LED,[],{},1440 x 900,,5 ms,,19,,,1,170° H x 160° V,Yes,19.0,5.0,0.0,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.0
16:9,,300.0,Yes,,"DC 30,000,000:1, (1,200:1)",,,,,,,,2,No,Monitor,Yes,/product/Gv9KHx/viewsonic-monitor-vx2753mhled,ViewSonic,,,"ViewSonic VX2753mh-LED 27.0"" 1920x1080 Monitor",VX2753mh-LED,[],{},1920 x 1080,,1 ms,,27,,,1,170° H x 160° V,Yes,27.0,1.0,0.0,0.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
16:10,,250.0,No,,1000:1,,,1,,,,,,No,Monitor,No,/product/CBBv6h/nec-monitor-e222wbk,NEC,,,"NEC E222W-BK 22.0"" 1680x1050 Monitor",E222W-BK,[],{},1680 x 1050,,5 ms,,22,,,1,178° H x 178° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
16:9,,350.0,Yes,,,,,,1,,,1,1,No,Monitor,Yes,/product/dZQRsY/acer-k272hul-ebmidpx-270-60hz-monitor-k272hul-ebmidpx,Acer,,,"Acer K272HUL Ebmidpx 27.0"" 2560x1440 60Hz Monitor",K272HUL Ebmidpx,[209.99],{u'newegg': 209.99},2560 x 1440,60Hz,1 ms,,27,,,,170° H x 160° V,Yes,27.0,1.0,209.99,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.674121989788
16:10,,250.0,No,,1000:1,,,1,,,,,,No,Monitor,No,/product/cQH323/nec-monitor-as191wmbk,NEC,,,"NEC AS191WM-BK 19.0"" 1440x900 Monitor",AS191WM-BK,[],{},1440 x 900,,5 ms,,19,,,1,176° H x 176° V,Yes,19.0,5.0,0.0,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.0
5:4,,250.0,No,,1000:1,,,1,,,16700000,,,No,Monitor,No,/product/s6W9TW/nec-monitor-as171bk,NEC,,,"NEC AS171-BK 17.0"" 1280x1024 Monitor",AS171-BK,[],{},1280 x 1024,,5 ms,,17,,,1,170° H x 170° V,No,17.0,5.0,0.0,0.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,0.0
16:9,,250.0,No,,"DC 25,000:1 (1000:1)",,,1,,,16700000,1,,No,Monitor,Yes,/product/yDR48d/nec-monitor-e231wbk,NEC,,,"NEC E231W-BK 23.0"" 1920x1080 Monitor",E231W-BK,[204.99],{u'superbiiz': 204.99},1920 x 1080,,5 ms,,23,,,1,176° H x 170° V,Yes,23.0,5.0,204.99,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.906868698803
16:9,,250.0,No,,"DC 25,000:1 (1,000:1)",,,,,,,1,,No,Monitor,Yes,/product/PbPfrH/nec-monitor-ex231wbk,NEC,,,"NEC EX231W-BK 23.0"" 1920x1080 Monitor",EX231W-BK,[],{},1920 x 1080,,5 ms,,23,,,,176° H x 170° V,Yes,23.0,5.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,250.0,Yes,,"DC 25,000:1 (1,000:1)",,,1,,,16700000,1,,Yes,Monitor,Yes,/product/JFDwrH/nec-monitor-ea232wmi,NEC,,,"NEC EA232WMi 23.0"" 1920x1080 Monitor",EA232WMi,[],{},1920 x 1080,,14 ms,,23,,,1,178° H x 178° V,Yes,23.0,14.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,300.0,Yes,,1200:1,,,1,,,16700000,,1,No,Monitor,No,/product/vLmLrH/planar-monitor-997598400,Planar,,PX2710MW,"Planar PX2710MW 27.0"" 1920x1080 Monitor",997-5984-00,[],{},1920 x 1080,,2 ms,,27,,,1,170° H x 160° V,Yes,27.0,2.0,0.0,0.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
4:3,,280.0,No,,700:1,,,1,,,16700000,,,Yes,Monitor,No,/product/XXw323/nec-monitor-lcd2090uxibk1,NEC,,,"NEC LCD2090UXi-BK-1 20.1"" 1600x1200 Monitor",LCD2090UXi-BK-1,[],{},1600 x 1200,,16 ms,,20.1,,,1,178° H x 178° V,No,20.1,16.0,0.0,0.0,"(4.0, 3.0)",193.9248,"[16.08, 12.06]",16.08,12.06,0.0
16:9,,250.0,No,,"DC 12,000,000:1 (1,000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/pdh9TW/gateway-monitor-etww2hp003,Gateway,,FHX2152Lbd,"Gateway FHX2152Lbd 21.5"" 1920x1080 Monitor",ET.WW2HP.003,[],{},1920 x 1080,,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:10,,300.0,Yes,,"DC 100,000:1(1000:1)",,,1,,,16700000,,,No,Monitor,No,/product/KFDwrH/viewsonic-monitor-va2232wm,ViewSonic,,,"ViewSonic VA2232WM 22.0"" 1680x1050 Monitor",VA2232WM,[],{},1680 x 1050,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
16:9,,250.0,No,,"DCR 100,000:1 (1,000:1)",,,,,,,,,No,Monitor,No,/product/QjrG3C/viewsonic-monitor-va1931wa,ViewSonic,,,"ViewSonic VA1931WA 19.0"" 1366x768 Monitor",VA1931WA,[],{},1366 x 768,,5 ms,,19,,,1,170° H x 160° V,Yes,19.0,5.0,0.0,0.0,"(16.0, 9.0)",154.255192878,"[16.5599352054, 9.31496355302]",16.5599352054,9.31496355302,0.0
16:9,,350.0,No,,"DC 12,000,000:1 (1000:1)",,,1,,,16700000,,1,No,Monitor,Yes,/product/GbNp99/benq-monitor-xl2411z,BenQ,,,"BenQ XL2411Z 24.0"" 1920x1080 144Hz Monitor",XL2411Z<br/>(or) 9H.L9SLB.RBE,[],{},1920 x 1080,144Hz,1 ms,,24,,,1,170° H x 160° V,Yes,24.0,1.0,0.0,144.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:9,,300.0,Yes,,"DC 20,000,000:1(1,000:1)",,,1,,,,,,No,Monitor,Yes,/product/VqZQzy/viewsonic-monitor-vg2436wmled,ViewSonic,,VG2436wm-LED,"ViewSonic VG2436wm-LED 24.0"" 1920x1080 Monitor",VG2436WM-LED,[],{},1920 x 1080,,5 ms,,24,,,1,,Yes,24.0,5.0,0.0,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
